Br_ID,Phase,Work_Type,Lat,Long,Damage State,Description,Hwy,Hwy Name,MP,DISTRICT,STRUCNAME,Carries,Crosses,DetourLenth_mi,YEARBUILT,LENGTH_ft,ADMINAREA,DESIGNMAIN,MATERIALMAIN
02165,3,Reconstruct,45.85891,-123.555,DS4,Seismically Vulnerable,047,Sunset Hwy,21.73,01,"Nehalem River & Hwy 103, Hwy 47",US 26 (HWY 47),NEHALEM RIVER & HWY 103,40.00,1939,626.99,R2,1 Concrete,11 Arch-Deck
02164,5,Reconstruct,45.84114,-123.5175,DS4,Seismically Vulnerable,047,Sunset Hwy,24.23,01,"North Fork Quartz Creek, Hwy 47",US 26 (HWY 047),N FK QUARTZ CK,25.07,1939,834.99,R1,4 Steel Continuous,02 Stringer/Girder
02027A,3,Reconstruct,45.78065,-123.34667,DS2,Potentially Seismically Vulnerable,047,Sunset Hwy,34.93,01,"North Fork Wolf Creek, Hwy 47",US 26 (HWY 047),N FK WOLF CK,32.80,1938,90.29,R1,5 Prestressed Concrete,01 Slab
02029,3,Reconstruct,45.761,-123.30667,DS2,Potentially Seismically Vulnerable,047,Sunset Hwy,37.38,01,"Wolf Creek, Hwy 47",US 26 (HWY 047),WOLF CK,25.07,1938,130.00,R1,2 Concrete Continuous,02 Stringer/Girder
02364A,3,Reconstruct,45.75895,-123.29639,DS2,Potentially Seismically Vulnerable,047,Sunset Hwy,37.88,01,"Nehalem River, Hwy 47",US 26 (HWY 047),NEHALEM RIVER,40.12,1940,182.00,R1,5 Prestressed Concrete,02 Stringer/Girder
02672,3,Reconstruct,45.68395,-123.19917,DS2,Potentially Seismically Vulnerable,047,Sunset Hwy,45.31,01,"W Fork Dairy Creek, Hwy 47 at MP 45.31",US 26 (HWY 047),W FK DAIRY CK,25.07,1940,105.00,R1,7 Wood or Timber,02 Stringer/Girder
02363,3,Reconstruct,45.64479,-123.13472,DS5,Seismically Vulnerable,047,Sunset Hwy,49.47,01,Hwy 47 over Hwy 102 & POTB RR (Davies),US 26 (HWY 047),HWY 102 DAVIES/PTB,1.25,1941,515.49,R1,2 Concrete Continuous,02 Stringer/Girder
02362A,3,Reconstruct,45.63977,-123.12083,DS2,Potentially Seismically Vulnerable,047,Sunset Hwy,50.22,01,"W Fork Dairy Creek, Hwy 47 at MP 50.22",US 26 (HWY 047),W FK DAIRY CK,40.12,1941,90.00,R1,2 Concrete Continuous,02 Stringer/Girder
06999,3,Retrofit,45.60918,-123.04611,DS4,Seismically Vulnerable,047,Sunset Hwy,54.45,01,"Bledsoe Creek, Hwy 47 WB",US 26 (HWY 047) WB,BLEDSOE CREEK,10.00,1946,138.00,R1,4 Steel Continuous,19 Culvert
06999A,3,Retrofit,45.60895,-123.04611,DS5,Seismically Vulnerable,047,Sunset Hwy,54.45,01,"Bledsoe Creek, Hwy 47 EB",US 26 (HWY 047) EB,BLEDSOE CREEK,10.00,1971,106.42,R1,5 Prestressed Concrete,01 Slab
02366B,3,Retrofit,45.60822,-123.04417,DS5,Seismically Vulnerable,047,Sunset Hwy,54.55,01,"East Fork Dairy Creek, Hwy 47 EB",US 26 (HWY 047) EB,E FK DAIRY CK,10.00,1971,115.42,R1,5 Prestressed Concrete,01 Slab
06519A,3,Retrofit,45.604,-123.0325,DS2,Potentially Seismically Vulnerable,047,Sunset Hwy,55.19,01,Dersham Rd over Hwy 47,DERSHAM RD,HWY 47  US 26,10.00,1971,262.00,R1,6 P/S Conc Continuous,02 Stringer/Girder
02367A,3,Retrofit,45.6005,-123.02361,DS4,Seismically Vulnerable,047,Sunset Hwy,55.69,22,Hwy 47 EB over PNWR (Vadis),US 26 (HWY 047) EB,PNWR & VADIS,10.00,1971,579.99,R1,6 P/S Conc Continuous,02 Stringer/Girder
02367,3,Reconstruct,45.60041,-123.02278,DS2,Potentially Seismically Vulnerable,047,Sunset Hwy,55.73,22,Hwy 47 WB over PNWR (Vadis),US 26 (HWY 047) WB,PNWR & VADIS,10.00,1946,361.00,R1,2 Concrete Continuous,04 Tee Beam
02365A,3,Retrofit,45.5858,-122.98444,DS4,Seismically Vulnerable,047,Sunset Hwy,57.85,22,"McKay Creek, Hwy 47 EB",US 26 (HWY 047) EB,MCKAY CREEK,10.00,1968,125.29,R1,5 Prestressed Concrete,01 Slab
02333,3,Reconstruct,45.54798,-122.88389,DS2,Potentially Seismically Vulnerable,047,Sunset Hwy,63.38,22,"Rock Creek, Hwy 47 WB",US 26 (HWY 047) WB,ROCK CREEK,9.80,1947,100.00,R1,2 Concrete Continuous,04 Tee Beam
02333A,3,Retrofit,45.54838,-122.88472,DS4,Seismically Vulnerable,047,Sunset Hwy,63.38,22,"Rock Creek, Hwy 47 EB",US 26 (HWY 047) EB,ROCK CK,5.00,1964,100.00,R1,5 Prestressed Concrete,02 Stringer/Girder
09770,3,Retrofit,45.54187,-122.8675,DS2,Potentially Seismically Vulnerable,047,Sunset Hwy,64.29,22,NW 185th Ave Conn over Hwy 47,NW 185TH AVE CO,HWY 47  US 26,10.00,1972,265.00,R1,6 P/S Conc Continuous,02 Stringer/Girder
09345,3,Retrofit,45.51391,-122.79389,DS4,Seismically Vulnerable,047,Sunset Hwy,68.34,22,Hwy 47 EB  AND WB over SW Cedar Hills Blvd,US 26 (HWY 047) EB,CEDAR HILLS BLVD,10.00,1966,195.99,R1,5 Prestressed Concrete,02 Stringer/Girder
06980A,3,Retrofit,45.50842,-122.77806,DS4,Seismically Vulnerable,047,Sunset Hwy,69.19,22,Hwy 47 over Hwy 144,US 26 (HWY 047),HWY 144,10.00,1986,246.50,R1,5 Prestressed Concrete,05 Multiple Box Beam
09254D,3,Rehab+,45.5149,-122.68889,DS2,Potentially Seismically Vulnerable,047,Sunset Hwy,73.94,22,Hwy 47 EB Conn to SW Market St over Hwy 61,US 26 (HWY 047) CO,HWY 061  I-405,3.78,1967,205.46,R1,2 Concrete Continuous,05 Multiple Box Beam
09254C,3,Rehab+,45.51557,-122.68861,DS2,Potentially Seismically Vulnerable,047,Sunset Hwy,73.97,22,SW Clay St Conn to Hwy 47 WB over Hwy 61,US 26 (HWY 047) CO,HWY 061  I-405,3.00,1967,321.64,R1,2 Concrete Continuous,05 Multiple Box Beam
02204,3,Reconstruct,45.14963,-121.63694,DS2,Potentially Seismically Vulnerable,053,Warm Springs Hwy,69.07,09,"Clear Creek, Hwy 53",US 26 (HWY 053),CLEAR CREEK,4.10,1932,61.00,R4,2 Concrete Continuous,02 Stringer/Girder
01660,3,Reconstruct,44.86507,-121.42167,DS2,Potentially Seismically Vulnerable,053,Warm Springs Hwy,92.68,09,"Mill Creek, Hwy 53",US 26 (HWY 053),MILL CREEK,1.95,1948,535.99,R4,4 Steel Continuous,09 Truss-Deck
01987A,3,Rehab+,44.76382,-121.24528,DS2,Potentially Seismically Vulnerable,053,Warm Springs Hwy,104.36,10,"Shitike Creek, Hwy 53",US 26 (HWY 053),SHITIKE CREEK,28.60,1966,126.00,R4,2 Concrete Continuous,01 Slab
01910,5,Reconstruct,44.76104,-121.22861,DS2,Potentially Seismically Vulnerable,053,Warm Springs Hwy,105.24,10,"Deschutes River, Hwy 53",US 26 (HWY 053),DESCHUTES RIVER,28.60,1934,420.99,R4,4 Steel Continuous,02 Stringer/Girder
07074,3,Reconstruct,44.66818,-121.13833,DS2,Potentially Seismically Vulnerable,053,Warm Springs Hwy,115.58,10,"North Unit Canal, Hwy 53",US 26 (HWY 053),N UNIT CANAL,28.60,1948,36.00,R4,2 Concrete Continuous,01 Slab
08591F,2,Retrofit,45.50456,-122.67417,DS3,Seismically Vulnerable,061,Stadium Freeway,0.48,22,Hwy 1 NB Conn to Hwy 61 NB over Conns,I-405 (HWY 061),CONN'S 1 & 2,1.00,1966,1139.99,R1,3 Steel,02 Stringer/Girder
08591E,2,Rehab+,45.50498,-122.67556,DS4,Seismically Vulnerable,061,Stadium Freeway,0.53,22,Hwy 61SB Conn to Hwy 1 SB over SW Water Ave,HY 61SB CONN HY1SB,WATER AVE,0.00,1966,305.00,R1,3 Steel,02 Stringer/Girder
08591A,2,Retrofit,45.50491,-122.67417,DS3,Seismically Vulnerable,061,Stadium Freeway,1.07,22,Hwy 61 SB to Hwy 1 NB over Hwy 1 (W Marquam Int),HY 61SB TO HY 1NB,W MARQUAM BR RAMPS,1.00,1965,1937.57,R1,3 Steel,02 Stringer/Girder
09254E,2,Rehab+,45.5144,-122.68944,DS3,Seismically Vulnerable,061,Stadium Freeway,1.57,22,Hwy 61 NB Conn #2 to Hwy 47 WB over Hwy 61 & Conns,CONN 2,HWY 61,4.42,1967,1033.99,R1,2 Concrete Continuous,05 Multiple Box Beam
09268N,2,Rehab+,45.53261,-122.68694,DS3,Seismically Vulnerable,061,Stadium Freeway,2.84,22,Hwy 61 NB over City Streets,I-405 (HWY 061) NB,CITY STREETS,3.78,1972,2366.97,R1,4 Steel Continuous,05 Multiple Box Beam
09268S,2,Rehab+,45.53261,-122.68722,DS3,Seismically Vulnerable,061,Stadium Freeway,2.84,22,Hwy 61 SB over City Streets,I-405 (HWY 061) SB,CITY STREETS,3.78,1972,2383.97,R1,4 Steel Continuous,05 Multiple Box Beam
09268,2,Retrofit,45.53593,-122.68556,DS2,Potentially Seismically Vulnerable,061,Stadium Freeway,3.1,22,Hwy 61 over NW Front Ave & RR (W Fremont Approach),BOTH DECKS HWY 61,NW FRONT ST RR,11.65,1973,385.00,R1,4 Steel Continuous,05 Multiple Box Beam
09268W,2,Rehab+,45.5348,-122.68778,DS3,Seismically Vulnerable,061,Stadium Freeway,3.24,22,Hwy 61 SB Conn to Hwy 2W WB,RMP W TO 2W WB,2W EB TO 61 NB RAMP E,2.55,1973,633.99,R1,4 Steel Continuous,05 Multiple Box Beam
08958G,2,Retrofit,45.54411,-122.67528,DS3,Seismically Vulnerable,061,Stadium Freeway,3.29,22,Ivy St Conn to Hwy 61 SB over Hwy1 (E Fremont Int),FREMONT ON RAMP,CONN 3 FROM IVY ST,4.48,1973,781.99,R1,4 Steel Continuous,05 Multiple Box Beam
02529,2,Retrofit,45.53814,-122.68306,DS3,Seismically Vulnerable,061,Stadium Freeway,3.32,22,"Willamette River, Hwy 61 (Fremont)",I-405 (HWY 061),WILLAMETTE RIVER,11.65,1973,2153.97,R1,4 Steel Continuous,12 Arch-Thru
08958,2,Retrofit,45.54028,-122.68028,DS3,Seismically Vulnerable,061,Stadium Freeway,3.58,22,Hwy 61 over City Streets (E Fremont Approach),E FREMONT APPROACH,CITY STREETS,11.65,1973,654.99,R1,4 Steel Continuous,05 Multiple Box Beam
08958B,2,Rehab+,45.54202,-122.67806,DS3,Seismically Vulnerable,061,Stadium Freeway,3.72,22,Hwy 61 over City Strs & RR (E Fremont Bridge Appr),E FREMONT APPROACH,CITY STREETS RR,11.65,1973,708.99,R1,4 Steel Continuous,05 Multiple Box Beam
08958D,2,Retrofit,45.54328,-122.67639,DS3,Seismically Vulnerable,061,Stadium Freeway,3.77,22,Hwy 61 NB to Hwy 1 SB over Strs (E Fremont Intchg),I-405 (HWY 061)CON,61 NB CONN TO HWY 1 SB,6.00,1973,1577.98,R1,4 Steel Continuous,05 Multiple Box Beam
08958I,2,Retrofit,45.5444,-122.67694,DS3,Seismically Vulnerable,061,Stadium Freeway,3.88,22,Hwy1 SB Conn to Hwy61 SB over Conn (E Fremont Int),I-405 (HWY 061) CO,SB 61 TO FREMONT BR,8.75,1973,1037.99,R1,4 Steel Continuous,05 Multiple Box Beam
08958H,2,Rehab+,45.54452,-122.67611,DS3,Seismically Vulnerable,061,Stadium Freeway,3.88,22,Hwy61 NB Conn to Hwy1 NB over Hwy1 (E Fremont Int),I-405 (HWY 061) CO,HWY 61 NB TO HWY 1 NB,8.75,1973,1039.99,R1,4 Steel Continuous,05 Multiple Box Beam
08958F,2,Retrofit,45.54397,-122.67528,DS3,Seismically Vulnerable,061,Stadium Freeway,3.89,22,Hwy 61 NB Conn (Kerby) over Hwy 1 (E Fremont Int),CONN 2 TO IVY ST,I-5 (HWY 001),4.48,1973,1026.99,R1,4 Steel Continuous,05 Multiple Box Beam
03996A,3,Retrofit,43.98554,-124.04417,DS5,Seismically Vulnerable,062,Florence-Eugene Hwy,3.16,05,"Patterson Creek, Hwy 62",OR 126 (HWY 62),PATTERSON CREEK,0.00,1966,22.00,R2,4 Steel Continuous,19 Culvert
02049A,3,Rehab+,44.03197,-123.85778,DS4,Seismically Vulnerable,062,Florence-Eugene Hwy,14.49,05,"Siuslaw River & Riverview Ave, Hwy 62 (Mapleton)",OR 126 (HWY 62),SIUSLAW RIVER(MAPLETON),23.55,1970,659.99,R3,6 P/S Conc Continuous,02 Stringer/Girder
14378A,3,Retrofit,44.02812,-123.83778,DS2,Potentially Seismically Vulnerable,062,Florence-Eugene Hwy,15.61,05,"Knowles Creek, Hwy 62 at MP 15.61",OR 126 (HWY 62),KNOWLES CREEK,36.00,1958,144.00,R3,2 Concrete Continuous,04 Tee Beam
14379A,3,Retrofit,44.0272,-123.83472,DS2,Potentially Seismically Vulnerable,062,Florence-Eugene Hwy,15.79,05,"Knowles Creek, Hwy 62 at MP 15.79",OR 126 (HWY 62),KNOWLES CREEK,36.00,1958,163.00,R3,2 Concrete Continuous,04 Tee Beam
14380A,3,Retrofit,44.02695,-123.83,DS2,Potentially Seismically Vulnerable,062,Florence-Eugene Hwy,16.02,05,"Knowles Creek, Hwy 62 at MP 16.02",OR 126 (HWY 62),KNOWLES CREEK,36.00,1958,242.00,R3,2 Concrete Continuous,04 Tee Beam
08369,3,Rehab+,44.01737,-123.79083,DS2,Potentially Seismically Vulnerable,062,Florence-Eugene Hwy,18.24,05,"Knowles Creek, Hwy 62 at MP 18.24",OR 126 (HWY 62),KNOWLES CREEK,23.55,1958,229.00,R3,2 Concrete Continuous,04 Tee Beam
08553,3,Retrofit,43.99957,-123.64194,DS2,Potentially Seismically Vulnerable,062,Florence-Eugene Hwy,27.38,05,"Wildcat Creek, Hwy 62 at MP 27.38",OR 126 (HWY 62),WILDCAT CREEK,23.55,1961,190.00,R3,2 Concrete Continuous,04 Tee Beam
08554,3,Retrofit,43.99832,-123.63694,DS2,Potentially Seismically Vulnerable,062,Florence-Eugene Hwy,27.66,05,"Wildcat Creek, Hwy 62 at MP 27.66",OR 126 (HWY 62),WILDCAT CREEK,32.00,1961,182.00,R3,2 Concrete Continuous,04 Tee Beam
08555,3,Retrofit,43.99816,-123.63306,DS2,Potentially Seismically Vulnerable,062,Florence-Eugene Hwy,27.89,05,"Wildcat Creek, Hwy 62 at MP 27.89",OR 126 (HWY 62),WILDCAT CREEK,23.60,1961,239.00,R3,2 Concrete Continuous,04 Tee Beam
08556,3,Retrofit,43.99705,-123.63167,DS2,Potentially Seismically Vulnerable,062,Florence-Eugene Hwy,27.98,05,Hwy 62 over CBRL,OR 126 (HWY 62),CBRL RAILROAD,23.60,1961,252.00,R3,2 Concrete Continuous,04 Tee Beam
08940,3,Retrofit,44.02904,-123.605,DS4,Seismically Vulnerable,062,Florence-Eugene Hwy,31.56,05,"Walker Creek, Hwy 62",OR 126 (HWY 62),WALKER CREEK,32.00,1962,54.00,R3,5 Prestressed Concrete,01 Slab
08939,3,Rehab+,44.03038,-123.59028,DS2,Potentially Seismically Vulnerable,062,Florence-Eugene Hwy,32.4,05,"Chickahominy Creek, Hwy 62",OR 126 (HWY 62),CHICKAHOMINY CREEK,23.60,1962,120.00,R3,2 Concrete Continuous,04 Tee Beam
04079A,3,Retrofit,44.07438,-123.51139,DS4,Seismically Vulnerable,062,Florence-Eugene Hwy,37.44,05,"Poterf Creek (Elk Creek), Hwy 62",OR 126 (HWY 62),POTERF (ELK CREEK),16.00,1984,23.50,R3,4 Steel Continuous,19 Culvert
15443,3,Retrofit,44.06027,-123.43694,DS2,Potentially Seismically Vulnerable,062,Florence-Eugene Hwy,42.18,05,"Long Tom River, Hwy 62 at MP 42.18",OR 126 (HWY 62),LONG TOM RIVER,1.00,1994,324.00,R3,5 Prestressed Concrete,02 Stringer/Girder
02522A,3,Retrofit,44.05268,-123.28833,DS5,Seismically Vulnerable,062,Florence-Eugene Hwy,49.93,05,"Middle Fork Coyote Creek, Hwy 62",OR 126 (HWY 62),MIDDLE FK COYOTE CREEK,9.95,1984,114.00,R3,5 Prestressed Concrete,01 Slab
02520A,3,Retrofit,44.05265,-123.26861,DS5,Seismically Vulnerable,062,Florence-Eugene Hwy,50.91,05,"Coyote Creek, Hwy 62",OR 126 (HWY 62),COYOTE CREEK,9.95,1984,106.00,R3,5 Prestressed Concrete,01 Slab
09743B,1,Retrofit,45.36861,-122.75806,DS2,Potentially Seismically Vulnerable,064,East Portland Freeway,1.04,22,Hwy 64 SB Conn to Hwy 1 SB over Hwy 1,CONN HWY 64 CO,PACIFIC HWY 1,2.00,1970,526.99,R1,4 Steel Continuous,06 Single/Spread Box
09740,1,Retrofit,45.37319,-122.7275,DS2,Potentially Seismically Vulnerable,064,East Portland Freeway,2.08,22,Hwy 64 NB over Prosperity Park Road,I-205 (HWY 064) NB,PROSPERITY PARK ROAD,7.00,1970,288.00,R1,2 Concrete Continuous,05 Multiple Box Beam
09740A,1,Retrofit,45.37364,-122.72722,DS2,Potentially Seismically Vulnerable,064,East Portland Freeway,2.1,22,Hwy 64 SB over Prosperity Park Road,I-205 (HWY 064) SB,PROSPERITY PARK ROAD,7.00,1969,253.00,R1,2 Concrete Continuous,05 Multiple Box Beam
09738A,1,Rehab+,45.36756,-122.69361,DS2,Potentially Seismically Vulnerable,064,East Portland Freeway,3.81,22,Hwy 64 SB over Borland Road,I-205 (HWY 064) SB,BORLAND ROAD,1.00,1970,265.00,R1,2 Concrete Continuous,05 Multiple Box Beam
09738,1,Rehab+,45.36696,-122.69306,DS2,Potentially Seismically Vulnerable,064,East Portland Freeway,3.82,22,Hwy 64 NB over Borland Road,I-205 (HWY 064) NB,BORLAND ROAD,1.00,1970,228.00,R1,2 Concrete Continuous,05 Multiple Box Beam
09737A,1,Retrofit,45.36693,-122.68806,DS2,Potentially Seismically Vulnerable,064,East Portland Freeway,4.08,22,"Tualatin River, Hwy 64 SB",I-205 (HWY 064) SB,TUALATIN RIVER,13.50,1970,904.99,R1,6 P/S Conc Continuous,02 Stringer/Girder
09737,1,Retrofit,45.36639,-122.6875,DS2,Potentially Seismically Vulnerable,064,East Portland Freeway,4.1,22,"Tualatin River, Hwy 64 NB",I-205 (HWY 064) NB,TUALATIN RIVER,13.50,1970,804.99,R1,6 P/S Conc Continuous,02 Stringer/Girder
09735,1,Rehab+,45.36032,-122.66861,DS2,Potentially Seismically Vulnerable,064,East Portland Freeway,5.14,22,Hwy 64 NB over Woodbine Road,I-205 (HWY 064) NB,WOODBINE ROAD,1.00,1970,208.00,R1,2 Concrete Continuous,05 Multiple Box Beam
09735A,1,Rehab+,45.36053,-122.66806,DS2,Potentially Seismically Vulnerable,064,East Portland Freeway,5.19,22,Hwy 64 SB over Woodbine Road,I-205 (HWY 064) SB,WOODBINE ROAD,1.00,1970,208.00,R1,2 Concrete Continuous,05 Multiple Box Beam
09734,1,Retrofit,45.35173,-122.66111,DS2,Potentially Seismically Vulnerable,064,East Portland Freeway,5.84,22,Hwy 64 NB over Blankenship Road,I-205 (HWY 064) NB,BLANKENSHIP ROAD,1.00,1970,136.00,R1,5 Prestressed Concrete,05 Multiple Box Beam
09734A,1,Retrofit,45.35178,-122.66056,DS2,Potentially Seismically Vulnerable,064,East Portland Freeway,5.9,22,Hwy 64 SB over Blankenship Road,I-205 (HWY 064) SB,BLANKENSHIP ROAD,1.00,1970,136.00,R1,5 Prestressed Concrete,05 Multiple Box Beam
09728,1,Retrofit,45.34735,-122.65167,DS2,Potentially Seismically Vulnerable,064,East Portland Freeway,6.4,22,Hwy 64 NB over 10th Street (West Linn),I-205 (HWY 064) NB,10TH STREET,1.00,1970,137.00,R1,5 Prestressed Concrete,05 Multiple Box Beam
09728A,1,Retrofit,45.34771,-122.65167,DS2,Potentially Seismically Vulnerable,064,East Portland Freeway,6.42,22,Hwy 64 SB over 10th Street (West Linn),I-205 (HWY 064) SB,10TH STREET,1.00,1970,141.00,R1,5 Prestressed Concrete,05 Multiple Box Beam
13514D,1,Rehab+,45.54726,-122.56028,DS2,Potentially Seismically Vulnerable,064,East Portland Freeway,6.64,22,Hwy 64 over Hwy 2 WB Conn to Hwy 64 SB,I-205 (HWY 064),UXING HWY 64 & CONN 2,3.00,1980,52.00,R1,1 Concrete,07 Frame
13514E,3,Retrofit,45.5473,-122.5575,DS2,Potentially Seismically Vulnerable,064,East Portland Freeway,6.76,22,NE 102nd Ave over Hwy 2 Conn 2&3 & Hwy 64 Conn 1&2,102ND AVE,HY2 CON 2&3/HY64 CON 1&2,3.00,1977,461.35,R1,6 P/S Conc Continuous,02 Stringer/Girder
09403,1,Rehab+,45.36416,-122.605,DS3,Seismically Vulnerable,064,East Portland Freeway,9.03,22,"Willamette R & Hwys 1E & 3, Hwy 64 (Geo Abernethy)",I-205 (HWY 064),WILLAMETTE RIVER,0.55,1970,2716.97,R1,4 Steel Continuous,05 Multiple Box Beam
09702,1,Retrofit,45.36681,-122.59639,DS2,Potentially Seismically Vulnerable,064,East Portland Freeway,9.51,22,Hwy 64 over Main St (Oregon City),I-205 (HWY 064),MAIN ST,5.85,1972,214.00,R1,2 Concrete Continuous,05 Multiple Box Beam
N8837B,1,Retrofit,45.38045,-122.58028,DS3,Seismically Vulnerable,064,East Portland Freeway,10.72,22,"Clackamas River, Hwy 64 NB (Parkplace)",I-205 (HWY 064) NB,CLACKAMAS RIVER,5.85,1962,577.99,R1,3 Steel,02 Stringer/Girder
S8837A,1,Retrofit,45.38046,-122.58056,DS3,Seismically Vulnerable,064,East Portland Freeway,10.72,22,"Clackamas River, Hwy 64 SB (Parkplace)",I-205 (HWY 064) SB,CLACKAMAS RIVER,5.85,1962,607.99,R1,3 Steel,02 Stringer/Girder
09717,1,Retrofit,45.42207,-122.57083,DS4,Seismically Vulnerable,064,East Portland Freeway,13.76,22,Hwy 64 NB over UPRR,I-205 (HWY 064) NB,UPRR,0.60,1973,300.00,R1,5 Prestressed Concrete,02 Stringer/Girder
09717A,1,Retrofit,45.42247,-122.57111,DS4,Seismically Vulnerable,064,East Portland Freeway,13.76,22,Hwy 64 SB over UPRR,I-205 (HWY 064) SB,UPRR,0.60,1973,300.00,R1,5 Prestressed Concrete,02 Stringer/Girder
09711,1,Retrofit,45.46405,-122.56833,DS2,Potentially Seismically Vulnerable,064,East Portland Freeway,16.8,22,Hwy 64 NB over SE 92nd Ave,I-205 (HWY 064) NB,92ND AVE,1.00,1974,363.00,R1,6 P/S Conc Continuous,05 Multiple Box Beam
09711A,1,Retrofit,45.46469,-122.56833,DS2,Potentially Seismically Vulnerable,064,East Portland Freeway,16.8,22,Hwy 64 SB over SE 92nd Ave,I-205 (HWY 064) SB,92ND AVE,1.00,1974,359.00,R1,6 P/S Conc Continuous,05 Multiple Box Beam
13541,1,Retrofit,45.46856,-122.56528,DS2,Potentially Seismically Vulnerable,064,East Portland Freeway,17.22,22,"Johnson Cr & Mt Scott Blvd (Flavel St), Hwy 64 NB",I-205 (HWY 064) NB,JOHNSON CREEK BLVD,1.00,1974,328.00,R1,6 P/S Conc Continuous,05 Multiple Box Beam
13541A,1,Retrofit,45.46858,-122.56583,DS2,Potentially Seismically Vulnerable,064,East Portland Freeway,17.22,22,"Johnson Cr & Mt Scott Blvd (Flavel St), Hwy 64 SB",I-205 (HWY 064) SB,JOHNSON CREEK BLVD,1.00,1974,328.00,R1,6 P/S Conc Continuous,05 Multiple Box Beam
13540,1,Retrofit,45.47292,-122.56528,DS4,Seismically Vulnerable,064,East Portland Freeway,17.43,22,Hwy 64 NB over Portland Traction RR (Abandoned),I-205 (HWY 064) NB,PEDESTRIAN PATH,1.00,1974,268.00,R1,5 Prestressed Concrete,02 Stringer/Girder
13540A,1,Retrofit,45.47266,-122.56556,DS4,Seismically Vulnerable,064,East Portland Freeway,17.43,22,Hwy 64 SB over Portland Traction RR (Abandoned),I-205 (HWY 064) SB,PEDESTRIAN PATH,1.00,1974,268.00,R1,5 Prestressed Concrete,02 Stringer/Girder
13538,1,Rehab+,45.47866,-122.56556,DS2,Potentially Seismically Vulnerable,064,East Portland Freeway,17.8,22,Hwy 64 NB over SE Woodstock Blvd & SE Foster Rd,I-205 (HWY 064) NB,WOODSTOCK & FOSTER RD,1.00,1978,424.99,R1,6 P/S Conc Continuous,05 Multiple Box Beam
13538A,1,Rehab+,45.4787,-122.56583,DS2,Potentially Seismically Vulnerable,064,East Portland Freeway,17.8,22,Hwy 64 SB over SE Woodstock Blvd & SE Foster Rd,I-205 (HWY 064) SB,WOODSTOCK & FOSTER RD,1.00,1978,421.85,R1,6 P/S Conc Continuous,05 Multiple Box Beam
13537,1,Retrofit,45.48275,-122.56583,DS2,Potentially Seismically Vulnerable,064,East Portland Freeway,18.11,22,Hwy 64 over SE Harold St,I-205 (HWY 064),HAROLD ST,0.60,1978,110.00,R1,5 Prestressed Concrete,05 Multiple Box Beam
13531,1,Retrofit,45.49737,-122.56528,DS2,Potentially Seismically Vulnerable,064,East Portland Freeway,19.12,22,Hwy 64 over Hwy 26 (SE Powell Blvd),I-205 (HWY 064),US 26 (HWY 026),0.60,1979,212.00,R1,2 Concrete Continuous,05 Multiple Box Beam
16302,1,Retrofit,45.5079,-122.565,DS2,Potentially Seismically Vulnerable,064,East Portland Freeway,19.82,22,Hwy 64 over MAX LRT,I-205 (HWY 064),Light Rail,0.00,1978,39.50,R1,1 Concrete,07 Frame
13516A,1,Retrofit,45.53252,-122.56472,DS2,Potentially Seismically Vulnerable,064,East Portland Freeway,21.57,22,Hwy 64 over Hwy 2,I-205 (HWY 064),Oxing Hwy 2 & UPRR,0.00,1978,426.49,R1,6 P/S Conc Continuous,05 Multiple Box Beam
13514I,1,Retrofit,45.54197,-122.56167,DS2,Potentially Seismically Vulnerable,064,East Portland Freeway,22.24,22,Hwy 64 NB over Light Rail,I-205 (HWY 064),Light Rail,0.00,1979,42.50,R1,1 Concrete,07 Frame
13514C,1,Rehab+,45.54767,-122.56028,DS2,Potentially Seismically Vulnerable,064,East Portland Freeway,22.71,22,Hwy 64 over Hwy 64 SB Conn to Hwy 2 EB,I-205 (HWY 064),HWY 64 CONN 2,0.00,1979,52.00,R1,1 Concrete,07 Frame
16055A,1,Retrofit,45.56682,-122.55556,DS5,Seismically Vulnerable,064,East Portland Freeway,24.27,22,"Columbia Slough & NE Alderwood Rd, Hwy 64 SB",I-205 (HWY 064) SB,COLUMBIA SL & ALDERWOOD ,5.00,1980,311.00,R1,5 Prestressed Concrete,02 Stringer/Girder
16055,1,Retrofit,45.56678,-122.555,DS5,Seismically Vulnerable,064,East Portland Freeway,24.34,22,"Columbia Slough & NE Alderwood Rd., Hwy 64 NB",I-205 (HWY 064) NB,COLUMBIA SL& ALDERWOOD,14.00,1980,311.00,R1,5 Prestressed Concrete,02 Stringer/Girder
13507A,1,Retrofit,45.57112,-122.54972,DS5,Seismically Vulnerable,064,East Portland Freeway,24.67,22,Hwy 64 SB over NE Airport Way,I-205 (HWY 064) SB,AIRPORT WAY,14.00,1981,198.00,R1,5 Prestressed Concrete,05 Multiple Box Beam
13507,1,Retrofit,45.57095,-122.54944,DS5,Seismically Vulnerable,064,East Portland Freeway,24.75,22,Hwy 64 NB over NE Airport Way,I-205 (HWY 064) NB,AIRPORT WAY,14.00,1981,198.00,R1,5 Prestressed Concrete,05 Multiple Box Beam
