incident,product,year,railroad,product_name,damages,gallons
I-1997080918,UN2014,1997,THE APACHE RAILWAY COMPANY,HYDROGEN  PEROXIDE  AQUEOUS SOLUTIONS WITH MORE THAN 40 PERCENT BUT NOT MORE THAN 60 PERCENT HYDROGEN PEROXIDE (STABILIZED AS NECESSARY),132499,23300.0
I-1997090564,UN1830,1996,FREEPORT-MCMORAN MORENCI INC.,SULFURIC ACID,2395,13287.5
I-1997100415,UN2055,1997,THE DOW CHEMICAL COMPANY,STYRENE MONOMER  STABILIZED,3420,1375.0
I-1997110264,UN1830,1997,NORFOLK SOUTHERN RAILWAY COMPANY,SULFURIC ACID,44460,3500.0
I-1997120165,UN1230,1997,UNION PACIFIC RAILROAD COMPANY INC,METHANOL,8562,1684.0
I-1998010822,UN2187,1998,ILLINOIS CENTRAL RAILROAD COMPANY,CARBON DIOXIDE  REFRIGERATED LIQUID,0,12500.0
I-1998020005,UN1077,1997,BURLINGTON NORTHERN SANTA FE  LLC,PROPYLENE,498500,31700.0
I-1998020006,UN1299,1997,BURLINGTON NORTHERN SANTA FE  LLC,TURPENTINE,35100,6000.0
I-1998020881,UN1830,1998,CSX TRANSPORTATION  INC.,SULFURIC ACID,722000,13125.0
I-1998030563,NA2072,1998,DOTHAN BNSF INC,AMMONIUM NITRATE FERTILIZERS,5000,1327.5
I-1998040090,NA3082,1998,CSX TRANSPORTATION  INC.,OTHER REGULATED SUBSTANCES  LIQUID  N.O.S.,1530000,78834.0
I-1998040563,UN1778,1998,SOO LINE RAILROAD COMPANY,FLUOROSILICIC ACID,662000,12000.0
I-1998050559,UN1090,1998,NORFOLK SOUTHERN RAILWAY COMPANY,ACETONE,2713000,10000.0
I-1998050733,UN1294,1998,UNION PACIFIC RAILROAD COMPANY INC,TOLUENE,0,10821.0
I-1998050736,UN1230,1998,UNION PACIFIC RAILROAD COMPANY INC,METHANOL,8000,1595.0
I-1998060458,UN1805,1998,CSX TRANSPORTATION  INC.,PHOSPHORIC ACID SOLUTION,0,7000.0
I-1998060623,UN1824,1998,UNION PACIFIC RAILROAD COMPANY INC,SODIUM HYDROXIDE  SOLUTION,0,6000.0
I-1998061135,UN1805,1998,UNION PACIFIC RAILROAD COMPANY INC,PHOSPHORIC ACID SOLUTION,0,8000.0
I-1998061481,UN1830,1998,UNION PACIFIC RAILROAD COMPANY INC,SULFURIC ACID,405000,15000.0
I-1998070185,NA1993,1998,KANSAS CITY SOUTHERN,COMBUSTIBLE LIQUID  N.O.S.,121000,14000.0
I-1998070707,UN1139,1998,CONSOLIDATED RAIL CORPORATION,COATING SOLUTION ( INCLUDES SURFACE TREATMENTS OR COATINGS USED FOR INDUSTRIAL OR OTHER PURPOSES SUCH AS VEHICLE UNDERCOATING  DRUM OR BARREL LINING ),0,4825.8799
I-1998071217,UN2209,1998,CSX TRANSPORTATION  INC.,FORMALDEHYDE SOLUTIONS  WITH NOT LESS THAN 25 PERCENT FORMALDEHYDE,2600000,22435.0
I-1998080440,UN3257,1998,DOTHAN BNSF INC,ELEVATED TEMPERATURE LIQUID  N.O.S.  AT OR ABOVE 100 C AND BELOW ITS FLASH POINT (INCLUDING MOLTEN METALS  MOLTEN SALTS  ETC.),46000,25000.0
I-1998080486,UN1951,1998,UNION PACIFIC RAILROAD COMPANY INC,ARGON  REFRIGERATED LIQUID (CRYOGENIC LIQUID),0,32611.0
I-1998090813,UN2810,1998,UNION PACIFIC RAILROAD COMPANY INC,TOXIC LIQUIDS  ORGANIC  N.O.S.,5000,10000.0
I-1998091444,NA1993,1998,DOTHAN BNSF INC,FUEL OIL (NO. 1  2  4  5  OR 6),265400,18000.0
I-1998091444,UN1719,1998,DOTHAN BNSF INC,CAUSTIC ALKALI LIQUIDS  N.O.S.,265400,10000.0
I-1998091454,UN2031,1998,DOTHAN BNSF INC,NITRIC ACID OTHER THAN RED FUMING  WITH MORE THAN 70 PERCENT NITRIC ACID,521015,1100.0
I-1998101373,UN3082,1998,KANSAS CITY SOUTHERN,ENVIRONMENTALLY HAZARDOUS SUBSTANCES  LIQUID  N.O.S.,494644,38826.0
I-1998110205,UN1830,1998,BUFFALO & PITTSBURGH RAILROAD  INC.,SULFURIC ACID,830000,10000.0
I-1998110753,UN1789,1998,CSX TRANSPORTATION  INC.,HYDROCHLORIC ACID  SOLUTION,869600,3100.0
I-1998120888,NA3082,1998,DOTHAN BNSF INC,OTHER REGULATED SUBSTANCES  LIQUID  N.O.S.,75000,10900.0
I-1999010307,UN1830,1999,KANSAS CITY SOUTHERN,SULFURIC ACID,4690,1845.0
I-1999010901,NA1993,1999,DOTHAN BNSF INC,FUEL OIL (NO. 1  2  4  5  OR 6),1827000,109000.0
I-1999020529,UN1206,1999,CONSOLIDATED RAIL CORPORATION,HEPTANES,0,24091.0
I-1999020773,UN1203,1999,UNION PACIFIC RAILROAD COMPANY INC,GASOLINE INCLUDES GASOLINE MIXED WITH ETHYL ALCOHOL  WITH NOT MORE THAN 10% ALCOHOL,7000,3878.5
I-1999020990,UN1268,1999,CSX TRANSPORTATION  INC.,PETROLEUM DISTILLATES  N.O.S. OR PETROLEUM PRODUCTS  N.O.S.,0,1900.0
I-1999050585,UN1993,1999,DOTHAN BNSF INC,FLAMMABLE LIQUIDS  N.O.S.,1000000,6000.0
I-1999060173,UN2187,1999,CSX TRANSPORTATION  INC.,CARBON DIOXIDE  REFRIGERATED LIQUID,713000,7000.0
I-1999060378,UN1830,1999,UNION PACIFIC RAILROAD COMPANY INC,SULFURIC ACID,900000,17600.0
I-1999070860,NA1993,1999,UNION PACIFIC RAILROAD COMPANY INC,COMBUSTIBLE LIQUID  N.O.S.,299000,29000.0
I-1999080326,UN1951,1999,DOTHAN BNSF INC,ARGON  REFRIGERATED LIQUID (CRYOGENIC LIQUID),2400,1025.0
I-1999080854,UN1005,1999,DOTHAN BNSF INC,AMMONIA ANHYDROUS,95000,19687.5
I-1999090220,UN1268,1999,UNION PACIFIC RAILROAD COMPANY INC,PETROLEUM DISTILLATE,57000,10000.0
I-1999090231,UN3257,1999,UNION PACIFIC RAILROAD COMPANY INC,ELEVATED TEMPERATURE LIQUID  N.O.S.  AT OR ABOVE 100 C AND BELOW ITS FLASH POINT (INCLUDING MOLTEN METALS  MOLTEN SALTS  ETC.),0,20000.0
I-1999100203,UN2312,1999,CONSOLIDATED RAIL CORPORATION,PHENOL  MOLTEN,0,7500.0
I-1999100321,UN3257,1999,CSX TRANSPORTATION  INC.,ELEVATED TEMPERATURE LIQUID  N.O.S.  AT OR ABOVE 100 C AND BELOW ITS FLASH POINT (INCLUDING MOLTEN METALS  MOLTEN SALTS  ETC.),0,22000.0
I-1999100946,NA1987,1999,DOTHAN BNSF INC,DENATURED ALCOHOL,6325,1600.0
I-1999101048,UN1783,1999,NORFOLK SOUTHERN RAILWAY COMPANY,HEXAMETHYLENEDIAMINE SOLUTION,89000,3000.0
I-1999111413,UN1863,1999,DOTHAN BNSF INC,FUEL  AVIATION  TURBINE ENGINE,9125,1200.0
I-1999120719,UN3256,1999,CONOCOPHILLIPS COMPANY,ELEVATED TEMPERATURE LIQUID  FLAMMABLE  N.O.S.  WITH FLASH POINT ABOVE 37.8 C  AT OR ABOVE ITS FLASH POINT,20700,175002.0
I-2000010027,UN1863,1999,ALASKA RAILROAD CORPORATION,FUEL  AVIATION  TURBINE ENGINE,5606000,3000.0
I-2000010390,UN1230,1999,CENTRAL OREGON & PACIFIC RAILROAD INC,METHANOL,957,1750.0
I-2000020631,UN1075,2000,TITAN PROPANE LLC,PETROLEUM GASES  LIQUEFIED OR LIQUEFIED PETROLEUM GAS,0,4900.0
I-2000020878,UN2582,2000,RSI LEASING  INC.,FERRIC CHLORIDE  SOLUTION,92500,17500.0
I-2000030105,UN3267,1999,MONTANA RAIL LINK  INC.,CORROSIVE LIQUID  BASIC  ORGANIC  N.O.S.,3209775,55000.0
I-2000030110,NA1987,1999,MONTANA RAIL LINK  INC.,DENATURED ALCOHOL,253112,26033.0
I-2000030147,NA1987,1999,I & M RAIL LINK LLC,DENATURED ALCOHOL,559626,45200.0
I-2000030202,UN1075,2000,CSX TRANSPORTATION  INC.,PETROLEUM GASES  LIQUEFIED OR LIQUEFIED PETROLEUM GAS,0,29739.0
I-2000040521,UN1789,2000,WORTH CHEMICAL CORPORATION,HYDROCHLORIC ACID  SOLUTION,4890,5300.0
I-2000040697,UN2015,2000,CSX TRANSPORTATION  INC.,HYDROGEN PEROXIDE  STABILIZED OR HYDROGEN PEROXIDE AQUEOUS SOLUTIONS  STABILIZED WITH MORE THAN 60 PERCENT HYDROGEN PEROXIDE,73050,1603.0
I-2000041067,UN1993,2000,JOHANN HALTERMANN LTD.,FLAMMABLE LIQUIDS  N.O.S.,50000,1937.5
I-2000050629,UN1301,2000,DOTHAN BNSF INC,VINYL ACETATE  STABILIZED,14500,1166.25
I-2000050630,UN1170,2000,DOTHAN BNSF INC,ETHANOL OR ETHYL ALCOHOL OR ETHANOL SOLUTIONS OR ETHYL ALCOHOL SOLUTIONS,34000,11137.5
I-2000050638,UN3272,2000,DOTHAN BNSF INC,ESTERS  N.O.S.,10200,1300.0
I-2000060585,UN1075,2000,AMERIGAS PROPANE  L.P.,PETROLEUM GASES  LIQUEFIED OR LIQUEFIED PETROLEUM GAS,667,1483.0
I-2000060982,UN2428,2000,DOTHAN BNSF INC,SODIUM CHLORATE  AQUEOUS SOLUTION,680700,48262.5
I-2000070182,UN3265,2000,NORFOLK SOUTHERN RAILWAY COMPANY,CORROSIVE LIQUID  ACIDIC  ORGANIC  N.O.S.,116000,18200.0
I-2000080130,UN2218,2000,DOTHAN BNSF INC,ACRYLIC ACID  STABILIZED,25000,8300.0
I-2000080295,UN1208,2000,UNION PACIFIC RAILROAD COMPANY INC,HEXANES,28800852,46942.0
I-2000080295,UN1265,2000,UNION PACIFIC RAILROAD COMPANY INC,PENTANES,14400426,33651.0
I-2000080295,UN1279,2000,UNION PACIFIC RAILROAD COMPANY INC,PROPYLENE DICHLORIDE,14400426,21041.0
I-2000080295,UN2048,2000,UNION PACIFIC RAILROAD COMPANY INC,DICYCLOPENTADIENE,14400426,23496.0
I-2000080295,UN2078,2000,UNION PACIFIC RAILROAD COMPANY INC,TOLUENE DIISOCYANATE,28800852,35180.0
I-2000080295,UN2218,2000,UNION PACIFIC RAILROAD COMPANY INC,ACRYLIC ACID  STABILIZED,14400426,23777.0
I-2000080295,UN2312,2000,UNION PACIFIC RAILROAD COMPANY INC,PHENOL  MOLTEN,14400426,23495.0
I-2000080295,UN3266,2000,UNION PACIFIC RAILROAD COMPANY INC,CORROSIVE LIQUID  BASIC  INORGANIC  N.O.S.,57601704,84177.0
I-2000080486,UN2426,2000,MONTANA RAIL LINK  INC.,AMMONIUM NITRATE  LIQUID (HOT CONCENTRATED SOLUTION)          ),9900,2000.0
I-2000080768,UN1830,2000,KINDER MORGAN MATERIALS SERVICES  LLC,SULFURIC ACID,15000,1282.0
I-2000080894,UN1830,2000,P B & S CHEMICAL CO,SULFURIC ACID,71990,9363.6299
I-2000100189,NA3082,2000,CSX TRANSPORTATION  INC.,OTHER REGULATED SUBSTANCES  LIQUID  N.O.S.,5549250,62000.0
I-2000100189,UN1230,2000,CSX TRANSPORTATION  INC.,METHANOL,1109850,28500.0
I-2000101090,UN1789,2000,UNION PACIFIC RAILROAD COMPANY INC,HYDROCHLORIC ACID  SOLUTION,30120,2075.0
I-2000101642,UN1951,2000,DOTHAN BNSF INC,ARGON  REFRIGERATED LIQUID (CRYOGENIC LIQUID),5450,3000.0
I-2000101644,UN1951,2000,DOTHAN BNSF INC,ARGON  REFRIGERATED LIQUID (CRYOGENIC LIQUID),14500,7500.0
I-2000110066,UN2055,2000,ARKEMA INC.,STYRENE MONOMER  STABILIZED,85755,1150.0
I-2000120611,UN3082,2000,DOTHAN BNSF INC,ENVIRONMENTALLY HAZARDOUS SUBSTANCES  LIQUID  N.O.S.,25000,3127.8799
I-2000120614,UN1993,2000,DOTHAN BNSF INC,FLAMMABLE LIQUIDS  N.O.S.,15370000,86000.0
I-2001010647,NA1993,2000,NORFOLK SOUTHERN RAILWAY COMPANY,FUEL OIL  NO. 1  2  4  5  OR 6,17000,2000.0
I-2001010669,UN1230,2000,UNION PACIFIC RAILROAD COMPANY INC,METHANOL,123500,4000.0
I-2001010958,UN1830,2000,CSX TRANSPORTATION  INC.,SULFURIC ACID,804376,5019.0
I-2001011039,UN2448,2000,CANADIAN PACIFIC LTD,SULFUR  MOLTEN,3200000,20000.0
I-2001020419,UN1830,2001,BULKMATIC TRANSPORT COMPANY,SULFURIC ACID,75425,1805.0
I-2001030707,UN1830,2001,UNION PACIFIC RAILROAD COMPANY INC,SULFURIC ACID,0,3000.0
I-2001030905,UN1230,2001,VAN WATERS & ROGERS INC,METHANOL,5500,4060.0
I-2001040167,UN1863,1999,ALASKA RAILROAD CORPORATION,FUEL  AVIATION  TURBINE ENGINE,147490721,87305.0
I-2001040187,UN1824,2001,KANSAS CITY SOUTHERN,SODIUM HYDROXIDE  SOLUTION,965000,15000.0
I-2001051776,NA1993,2001,DOTHAN BNSF INC,FUEL OIL  NO. 1  2  4  5  OR 6,2613436,26133.0
I-2001070389,NA1993,2001,UNION PACIFIC RAILROAD COMPANY INC,FUEL OIL  NO. 1  2  4  5  OR 6,29000,2500.0
I-2001070578,UN1824,2001,CSX TRANSPORTATION  INC.,SODIUM HYDROXIDE  SOLUTION,1765388,28300.0
I-2001070964,UN1993,2001,UNION PACIFIC RAILROAD COMPANY INC,FLAMMABLE LIQUIDS  N.O.S.,147,1541.0
I-2001071002,UN2582,2000,BULK TRANSPORTATION,FERRIC CHLORIDE  SOLUTION,0,2000.0
I-2001080789,UN2187,2001,DOTHAN BNSF INC,CARBON DIOXIDE  REFRIGERATED LIQUID,3500,11600.0
I-2001081017,UN1805,2001,ILLINOIS CENTRAL RAILROAD COMPANY,PHOSPHORIC ACID SOLUTION,981200,14793.0
I-2001081017,UN2055,2001,ILLINOIS CENTRAL RAILROAD COMPANY,STYRENE MONOMER  STABILIZED,981200,22881.0
I-2001081407,UN1789,2001,CSX TRANSPORTATION  INC.,HYDROCHLORIC ACID  SOLUTION,2894892,2251.0
I-2001081407,UN2057,2001,CSX TRANSPORTATION  INC.,TRIPROPYLENE,2894892,30000.0
I-2001090055,NA1993,2001,DOTHAN BNSF INC,COMBUSTIBLE LIQUID  N.O.S.,651740,24089.75
I-2001090819,UN1824,2001,DOTHAN BNSF INC,SODIUM HYDROXIDE  SOLUTION,2044915,5640.0
I-2001090819,UN2312,2001,DOTHAN BNSF INC,PHENOL  MOLTEN,2044915,18141.25
I-2001091659,UN3065,2001,NORFOLK SOUTHERN RAILWAY COMPANY,ALCOHOLIC BEVERAGES,15000,4500.0
I-2001100065,UN1090,2001,UNION PACIFIC RAILROAD COMPANY INC,ACETONE,0,8000.0
I-2001100433,UN1993,2001,DOTHAN BNSF INC,FLAMMABLE LIQUIDS  N.O.S.,309051,3000.0
I-2001110090,UN1830,2001,BULKMATIC TRANSPORT COMPANY,SULFURIC ACID WITH MORE THAN 51 PERCENT ACID,31994,1559.0
I-2002011349,UN1805,2001,CSX TRANSPORTATION  INC.,PHOSPHORIC ACID SOLUTION,505000,11224.0
I-2002011354,UN1789,2001,CSX TRANSPORTATION  INC.,HYDROCHLORIC ACID  SOLUTION,0,1500.0
I-2002020090,UN1830,2001,COPPER BASIN RAILWAY INC.,SULFURIC ACID,460000,10000.0
I-2002020502,UN2078,2001,CSX TRANSPORTATION  INC.,TOLUENE DIISOCYANATE,49137,3500.0
I-2002020504,NA1993,2001,DOTHAN BNSF INC,FUEL OIL  NO. 1  2  4  5  OR 6,253450,6900.0
I-2002020625,UN1090,2001,CSX TRANSPORTATION  INC.,ACETONE,6588718,14150.0
I-2002020625,UN1593,2001,CSX TRANSPORTATION  INC.,DICHLOROMETHANE,3294359,16120.0
I-2002020805,UN1294,2002,CSX TRANSPORTATION  INC.,TOLUENE,558100,10343.0
I-2002021320,NA1760,2002,DOTHAN BNSF INC,FERROUS CHLORIDE  SOLUTION,12000,4733.0
I-2002021336,UN2735,2001,DOTHAN BNSF INC,AMINES  LIQUID  CORROSIVE  N.O.S. OR POLYAMINES  LIQUID  CORROSIVE  N.O.S.,90000,4096.0
I-2002030165,UN1951,2002,UNION PACIFIC RAILROAD COMPANY INC,ARGON  REFRIGERATED LIQUID (CRYOGENIC LIQUID),0,5247.0
I-2002030378,UN1230,2002,DOTHAN BNSF INC,METHANOL,206348,4400.0
I-2002031300,NA1760,2002,BULKMATIC TRANSPORT COMPANY,FERROUS CHLORIDE  SOLUTION,253657,6125.0
I-2002040358,UN3082,2002,NORFOLK SOUTHERN RAILWAY COMPANY,ENVIRONMENTALLY HAZARDOUS SUBSTANCES  LIQUID  N.O.S.,1100000,17000.0
I-2002050435,UN2582,2002,SAVAGE COMPANIES,FERRIC CHLORIDE  SOLUTION,84500,1200.0
I-2002060016,UN2055,2002,CSX TRANSPORTATION  INC.,STYRENE MONOMER  STABILIZED,0,5971.0
I-2002060424,UN2348,2002,UNION PACIFIC RAILROAD COMPANY INC,BUTYL ACRYLATES  STABILIZED,0,16000.0
I-2002061822,UN1075,2002,GRAND TRUNK WESTERN RAILROAD COMPANY,PETROLEUM GASES  LIQUEFIED OR LIQUEFIED PETROLEUM GAS,0,5000.0
I-2002070062,UN2582,2002,HAWKINS  INC.,FERRIC CHLORIDE  SOLUTION,10415,1155.0
I-2002070801,UN2187,2002,DOTHAN BNSF INC,CARBON DIOXIDE  REFRIGERATED LIQUID,2650,10000.0
I-2002070868,UN3082,2002,UNION PACIFIC RAILROAD COMPANY INC,ENVIRONMENTALLY HAZARDOUS SUBSTANCES  LIQUID  N.O.S.,1090000,18234.0
I-2002081195,UN2187,2002,NORFOLK SOUTHERN RAILWAY COMPANY,CARBON DIOXIDE  REFRIGERATED LIQUID,0,21000.0
I-2002090577,UN3257,2002,MONTANA RAIL LINK  INC.,ELEVATED TEMPERATURE LIQUID  N.O.S.  AT OR ABOVE 100 C AND BELOW ITS FLASH POINT (INCLUDING MOLTEN METALS  MOLTEN SALTS  ETC.),42939,12152.0
I-2002090578,UN3257,2002,MONTANA RAIL LINK  INC.,ELEVATED TEMPERATURE LIQUID  N.O.S.  AT OR ABOVE 100 C AND BELOW ITS FLASH POINT (INCLUDING MOLTEN METALS  MOLTEN SALTS  ETC.),43263,16725.0
I-2002090579,UN3257,2002,MONTANA RAIL LINK  INC.,ELEVATED TEMPERATURE LIQUID  N.O.S.  AT OR ABOVE 100 C AND BELOW ITS FLASH POINT (INCLUDING MOLTEN METALS  MOLTEN SALTS  ETC.),43251,16706.0
I-2002090915,UN1017,2002,DX SERVICE COMPANY  INC.,CHLORINE,42640,6000.0
I-2002100741,UN1831,2002,NORFOLK SOUTHERN RAILWAY COMPANY,SULFURIC ACID  FUMING,1015000,3200.0
I-2002101062,UN1805,2002,UNION PACIFIC RAILROAD COMPANY INC,PHOSPHORIC ACID SOLUTION,130,2000.0
I-2002101068,UN2582,2002,UNION PACIFIC RAILROAD COMPANY INC,FERRIC CHLORIDE  SOLUTION,0,1442.0
I-2002110622,UN1830,2002,CANADIAN NATIONAL RAILWAY CO,SULFURIC ACID,0,1234.0
I-2002110625,UN1789,2002,CANADIAN NATIONAL RAILWAY CO,HYDROCHLORIC ACID  SOLUTION,0,14000.0
I-2002110625,UN2055,2002,CANADIAN NATIONAL RAILWAY CO,STYRENE MONOMER  STABILIZED,0,14000.0
I-2002110632,UN1824,2002,NORFOLK SOUTHERN RAILWAY COMPANY,SODIUM HYDROXIDE  SOLUTION,115000,2000.0
I-2002120962,UN1789,2002,UNION PACIFIC RAILROAD COMPANY INC,HYDROCHLORIC ACID  SOLUTION,811000,4000.0
I-2003010608,UN1987,2002,DOTHAN BNSF INC,ALCOHOLS  N.O.S.,440200,23316.131
I-2003020701,NA1993,2003,UNION PACIFIC RAILROAD COMPANY INC,FUEL OIL  NO. 1  2  4  5  OR 6,0,2000.0
I-2003030133,UN1230,2003,C C P RAILROAD HOLDING INC,METHANOL,316284,57840.0
I-2003030133,UN1789,2003,C C P RAILROAD HOLDING INC,HYDROCHLORIC ACID  SOLUTION,158142,30723.0
I-2003030428,UN2582,2003,UNION PACIFIC RAILROAD COMPANY INC,FERRIC CHLORIDE  SOLUTION,15000,6500.0
I-2003050533,UN1230,2003,INTERNATIONAL TANK TERMINALS LLC,METHANOL,5000,5000.0
I-2003050618,UN1294,2003,DOTHAN BNSF INC,TOLUENE,1196000,10234.0
I-2003060071,UN1908,2003,CSX TRANSPORTATION  INC.,CHLORITE SOLUTION WITH MORE THAN 5 PERCENT BUT LESS THAN 16 PERCENT AVAILABLE CHLORINE,16402,1650.0
I-2003060456,UN1079,2003,DOTHAN BNSF INC,SULFUR DIOXIDE,274700,17366.0
I-2003060993,UN1951,2003,DOTHAN BNSF INC,ARGON  REFRIGERATED LIQUID (CRYOGENIC LIQUID),860,1500.0
I-2003070379,UN2556,2003,CSX TRANSPORTATION  INC.,NITROCELLULOSE WITH ALCOHOL WITH NOT LESS THAN 25 PERCENT ALCOHOL BY MASS  AND WITH NOT MORE THAN 12.6 PERCENT NITROGEN  BY DRY MASS,93000,1562.5
I-2003070980,UN1709,2003,DOTHAN BNSF INC,2 4-TOLUYLENEDIAMINE  SOLID OR 2 4-TOLUENEDIAMINE  SOLID,373000,6340.1299
I-2003080978,UN1038,2003,CSX TRANSPORTATION  INC.,ETHYLENE  REFRIGERATED LIQUID (CRYOGENIC LIQUID),14398,3200.0
I-2003090049,UN3257,2003,DOTHAN BNSF INC,ELEVATED TEMPERATURE LIQUID  N.O.S.  AT OR ABOVE 100 C AND BELOW ITS FLASH POINT (INCLUDING MOLTEN METALS  MOLTEN SALTS  ETC.),160000,15300.0
I-2003091452,UN2187,2003,NORFOLK SOUTHERN RAILWAY COMPANY,CARBON DIOXIDE  REFRIGERATED LIQUID,15000,12500.0
I-2003101108,UN2672,2003,CSX TRANSPORTATION  INC.,AMMONIA SOLUTION  RELATIVE DENSITY BETWEEN 0.880 AND 0.957 AT 15 DEGREES C IN WATER  WITH MORE THAN 10 PERCENT BUT NOT MORE THAN 35 PERCENT AMMONIA,0,3500.0
I-2003110018,UN2672,2003,SOUTH CAROLINA CENTRAL RAILROAD COMPANY  INC,AMMONIA SOLUTION  RELATIVE DENSITY BETWEEN 0.880 AND 0.957 AT 15 DEGREES C IN WATER  WITH MORE THAN 10 PERCENT BUT NOT MORE THAN 35 PERCENT AMMONIA,20000,15000.0
I-2003120058,UN1193,2003,CSX TRANSPORTATION  INC.,ETHYL METHYL KETONE OR METHYL ETHYL KETONE,1036000,29936.0
I-2003120058,UN1301,2003,CSX TRANSPORTATION  INC.,VINYL ACETATE  STABILIZED,1036000,27235.0
I-2004020559,UN1268,2004,DOTHAN BNSF INC,PETROLEUM DISTILLATE,5433942,14487.0
I-2004020559,UN1274,2004,DOTHAN BNSF INC,N-PROPANOL OR PROPYL ALCOHOL  NORMAL,5433942,4943.75
I-2004020559,UN1276,2004,DOTHAN BNSF INC,N-PROPYL ACETATE,5433942,4612.5
I-2004020559,UN1301,2004,DOTHAN BNSF INC,VINYL ACETATE  STABILIZED,5433942,23375.0
I-2004020559,UN2055,2004,DOTHAN BNSF INC,STYRENE MONOMER  STABILIZED,16301826,38779.38
I-2004021127,UN3257,2004,UNION PACIFIC RAILROAD COMPANY INC,ELEVATED TEMPERATURE LIQUID  N.O.S.  AT OR ABOVE 100 C AND BELOW ITS FLASH POINT (INCLUDING MOLTEN METALS  MOLTEN SALTS  ETC.),0,5000.0
I-2004030198,UN2187,2004,CSX TRANSPORTATION  INC.,CARBON DIOXIDE  REFRIGERATED LIQUID,0,20000.0
I-2004030346,UN1789,2004,NORFOLK SOUTHERN RAILWAY COMPANY,HYDROCHLORIC ACID  SOLUTION,72500,20840.0
I-2004040076,UN1805,2004,CSX TRANSPORTATION  INC.,PHOSPHORIC ACID SOLUTION,5104437,9050.0
I-2004051191,UN1987,2004,RELIABLE TRANSPORT OF JUDSON INC,ALCOHOLS  N.O.S.,1655,1080.0
I-2004060271,UN3082,2004,CSX TRANSPORTATION  INC.,ENVIRONMENTALLY HAZARDOUS SUBSTANCES  LIQUID  N.O.S.,0,16000.0
I-2004070116,UN3265,2004,DOTHAN BNSF INC,CORROSIVE LIQUID  ACIDIC  ORGANIC  N.O.S.,88200,1100.0
I-2004070179,UN2187,2004,UNION PACIFIC RAILROAD COMPANY INC,CARBON DIOXIDE  REFRIGERATED LIQUID,0,16250.0
I-2004080851,UN1824,2004,VELSICOL CHEMICAL LLC,SODIUM HYDROXIDE  SOLUTION,6420,1875.0
I-2004081071,UN1294,2004,UNION PACIFIC RAILROAD COMPANY INC,TOLUENE,22700,3500.0
I-2004090901,UN2218,2004,ODFJELL USA (HOUSTON) INC,ACRYLIC ACID  STABILIZED,20735,2737.5
I-2004091006,NA3082,2004,BASF WYANDOTTE CORP,OTHER REGULATED SUBSTANCES  LIQUID  N.O.S.,175000,3375.0
I-2004091263,UN2187,2004,CSX TRANSPORTATION  INC.,CARBON DIOXIDE  REFRIGERATED LIQUID,0,12000.0
I-2004091433,UN1840,2004,QUALITY CARRIERS  INC.,ZINC CHLORIDE  SOLUTION,0,5000.0
I-2004100735,UN1789,2004,UNION PACIFIC RAILROAD COMPANY INC,HYDROCHLORIC ACID  SOLUTION,0,17000.0
I-2004110216,UN1992,2004,DOTHAN BNSF INC,FLAMMABLE LIQUIDS  TOXIC  N.O.S.,500000,10200.0
I-2004111235,UN1301,2004,UNION PACIFIC RAILROAD COMPANY INC,VINYL ACETATE  STABILIZED,0,56196.0
I-2004120172,UN1191,2004,DOTHAN BNSF INC,OCTYL ALDEHYDES  FLAMMABLE,217980,8000.0
I-2004120718,NA1993,2004,DOTHAN BNSF INC,FUEL OIL  NO. 1  2  4  5  OR 6,114900,4600.0
I-2004120893,UN2187,2004,CSX TRANSPORTATION  INC.,CARBON DIOXIDE  REFRIGERATED LIQUID,0,7000.0
I-2005010099,UN1951,2004,PORT TERMINAL RAILROAD ASSOCIATION (INC),ARGON  REFRIGERATED LIQUID (CRYOGENIC LIQUID),200000,8000.0
I-2005010779,UN1805,2004,UNION PACIFIC RAILROAD COMPANY INC,PHOSPHORIC ACID SOLUTION,125000,4000.0
I-2005010866,UN1136,2004,CSX TRANSPORTATION  INC.,COAL TAR DISTILLATES  FLAMMABLE,0,20000.0
I-2005011008,UN1789,2004,CSX TRANSPORTATION  INC.,HYDROCHLORIC ACID  SOLUTION,394300,20000.0
I-2005021042,UN1052,2005,NORFOLK SOUTHERN RAILWAY COMPANY,HYDROGEN FLUORIDE  ANHYDROUS,1270000,15398.25
I-2005030016,UN1987,2005,UNION PACIFIC RAILROAD COMPANY INC,ALCOHOLS  N.O.S.,24400,30000.0
I-2005030524,UN1951,2005,THE KANSAS CITY SOUTHERN RAILWAY COMPANY INC,ARGON  REFRIGERATED LIQUID (CRYOGENIC LIQUID),1705,448831.1
I-2005030602,UN1993,2005,NORFOLK SOUTHERN RAILWAY COMPANY,FLAMMABLE LIQUIDS  N.O.S.,17000,15820.0
I-2005040375,UN3264,2005,UNION PACIFIC RAILROAD COMPANY INC,CORROSIVE LIQUID  ACIDIC  INORGANIC  N.O.S.,656066,6500.0
I-2005040390,UN1267,2005,DOTHAN BNSF INC,PETROLEUM CRUDE OIL,31300,1500.0
I-2005050118,UN1136,2004,MARATHON PETROLEUM COMPANY LP,COAL TAR DISTILLATES  FLAMMABLE,1959000,18500.0
I-2005050898,UN1993,2005,C C P RAILROAD HOLDING INC,FLAMMABLE LIQUIDS  N.O.S.,91500,14000.0
